VTX, IDX, rawpos.x, rawpos.y, rawpos.z, rawcolor0.x, rawcolor0.y, rawcolor0.z, rawcolor0.w, rawtex0.x, rawtex0.y
19, 1534566, -4.0704, 1.32831, -0.48736, 0.69804, 0.69804, 0.69804, 1.00, 0.26086, 0.53229
20, 1534567, -4.37556, -1.27179, -1.07538, 0.69804, 0.69804, 0.69804, 1.00, 0.2363, 0.75385
21, 1534568, -4.0704, 1.32831, -0.48736, 0.69804, 0.69804, 0.69804, 1.00, 0.26086, 0.53229
22, 1534569, -3.76403, -1.51651, -0.86534, 0.69804, 0.69804, 0.69804, 1.00, 0.28553, 0.7747
23, 1534570, -2.52714, 1.40842, 0.19038, 0.69804, 0.69804, 0.69804, 1.00, 0.3851, 0.52547
24, 1534571, -3.76403, -1.51651, -0.86534, 0.69804, 0.69804, 0.69804, 1.00, 0.28553, 0.7747
25, 1534572, -2.93846, -1.73064, -0.60395, 0.69804, 0.69804, 0.69804, 1.00, 0.35199, 0.79294
26, 1534573, -3.45826, -2.00594, -0.90371, 0.69804, 0.69804, 0.69804, 1.00, 0.31014, 0.8164
27, --, Restart, Restart, Restart, Restart, Restart, Restart, Restart, Restart, Restart
28, 1534574, -2.52714, 1.40842, 0.19038, 0.69804, 0.69804, 0.69804, 1.00, 0.3851, 0.52547
29, 1534575, 0.7461, 2.58684, 0.67144, 0.69804, 0.69804, 0.69804, 1.00, 0.64859, 0.42506
30, 1534576, -2.93846, -1.73064, -0.60395, 0.69804, 0.69804, 0.69804, 1.00, 0.35199, 0.79294
31, 1534577, 0.7461, 2.58684, 0.67144, 0.69804, 0.69804, 0.69804, 1.00, 0.64859, 0.42506
32, 1534578, -0.60359, -2.22007, -0.22109, 0.69804, 0.69804, 0.69804, 1.00, 0.53994, 0.83465
33, 1534579, 0.7461, 2.58684, 0.67144, 0.69804, 0.69804, 0.69804, 1.00, 0.64859, 0.42506
34, 1534580, 0.71119, -2.46478, -0.26679, 0.69804, 0.69804, 0.69804, 1.00, 0.64578, 0.8555
35, 1534581, 2.08913, 3.45157, 0.41544, 0.69804, 0.69804, 0.69804, 1.00, 0.75671, 0.35137
36, 1534582, 0.71119, -2.46478, -0.26679, 0.69804, 0.69804, 0.69804, 1.00, 0.64578, 0.8555
37, 1534583, 1.72021, -2.25066, -0.25427, 0.69804, 0.69804, 0.69804, 1.00, 0.72701, 0.83726
38, 1534584, 1.44502, -2.74009, -0.44526, 0.69804, 0.69804, 0.69804, 1.00, 0.70486, 0.87896
39, --, Restart, Restart, Restart, Restart, Restart, Restart, Restart, Restart, Restart
40, 1534585, 2.28214, 5.52197, -0.17049, 0.69804, 0.69804, 0.69804, 1.00, 0.77224, 0.17496
41, 1534586, 3.64146, 4.36771, -0.18262, 0.69804, 0.69804, 0.69804, 1.00, 0.88167, 0.27331
42, 1534587, 2.51446, 4.26111, 0.16066, 0.69804, 0.69804, 0.69804, 1.00, 0.79095, 0.28239
43, 1534588, 5.03252, 2.65061, -0.47338, 0.69804, 0.69804, 0.69804, 1.00, 0.99365, 0.41962
44, 1534589, 2.08913, 3.45157, 0.41544, 0.69804, 0.69804, 0.69804, 1.00, 0.75671, 0.35137
45, 1534590, 4.99859, 1.46066, -0.43298, 0.69804, 0.69804, 0.69804, 1.00, 0.99092, 0.52102
46, 1534591, 2.08913, 3.45157, 0.41544, 0.69804, 0.69804, 0.69804, 1.00, 0.75671, 0.35137
47, 1534592, 4.67389, 0.44901, -0.37236, 0.69804, 0.69804, 0.69804, 1.00, 0.96478, 0.60722
48, 1534593, 3.95406, -0.16545, -0.17186, 0.69804, 0.69804, 0.69804, 1.00, 0.90683, 0.65958
49, 1534594, 4.67389, 0.44901, -0.37236, 0.69804, 0.69804, 0.69804, 1.00, 0.96478, 0.60722
50, 1534595, 4.57638, 0.04504, -0.3954, 0.69804, 0.69804, 0.69804, 1.00, 0.95693, 0.64164
51, 1534596, 4.93588, 0.48643, -0.49231, 0.69804, 0.69804, 0.69804, 1.00, 0.98587, 0.60403
52, --, Restart, Restart, Restart, Restart, Restart, Restart, Restart, Restart, Restart
53, 1534597, 2.39289, -2.03653, -0.28323, 0.69804, 0.69804, 0.69804, 1.00, 0.78116, 0.81901
54, 1534598, 1.72021, -2.25066, -0.25427, 0.69804, 0.69804, 0.69804, 1.00, 0.72701, 0.83726
55, 1534599, 3.55472, -0.57931, -0.12037, 0.69804, 0.69804, 0.69804, 1.00, 0.87469, 0.69484
56, 1534600, 2.08913, 3.45157, 0.41544, 0.69804, 0.69804, 0.69804, 1.00, 0.75671, 0.35137
57, 1534601, 3.95406, -0.16545, -0.17186, 0.69804, 0.69804, 0.69804, 1.00, 0.90683, 0.65958
58, --, Restart, Restart, Restart, Restart, Restart, Restart, Restart, Restart, Restart
