VTX, IDX, rawpos.x, rawpos.y, rawpos.z, rawcolor0.x, rawcolor0.y, rawcolor0.z, rawcolor0.w, rawtex0.x, rawtex0.y, rawtex1.x, rawtex1.y
30, 1150725, 4.99859, 1.46066, 0.43298, 0.69804, 0.69804, 0.69804, 1.00, 0.85216, 0.52414, 0.85216, 0.52414
31, 1150726, 5.67373, 2.90607, 0.14428, 0.69804, 0.69804, 0.69804, 1.00, 0.89171, 0.40435, 0.89171, 0.40435
32, 1150727, 5.03252, 2.65061, 0.47338, 0.69804, 0.69804, 0.69804, 1.00, 0.85414, 0.42552, 0.85414, 0.42552
33, 1150728, 4.1241, 4.81893, -0.25017, 0.69804, 0.69804, 0.69804, 1.00, 0.80093, 0.24581, 0.80093, 0.24581
34, 1150729, 3.64146, 4.36771, 0.18262, 0.69804, 0.69804, 0.69804, 1.00, 0.77265, 0.28321, 0.77265, 0.28321
35, 1150730, 2.60981, 6.10477, -0.38133, 0.69804, 0.69804, 0.69804, 1.00, 0.71221, 0.13924, 0.71221, 0.13924
36, 1150731, 2.28214, 5.52197, 0.17049, 0.69804, 0.69804, 0.69804, 1.00, 0.69302, 0.18755, 0.69302, 0.18755
37, 1150732, 2.3781, 4.32856, -0.87364, 0.69804, 0.69804, 0.69804, 1.00, 0.69864, 0.28645, 0.69864, 0.28645
38, 1150733, 2.51446, 4.26111, -0.16066, 0.69804, 0.69804, 0.69804, 1.00, 0.70663, 0.29204, 0.70663, 0.29204
39, 1150734, 1.9786, 3.66456, -1.08508, 0.69804, 0.69804, 0.69804, 1.00, 0.67524, 0.34148, 0.67524, 0.34148
40, 1150735, 2.08913, 3.45157, -0.41544, 0.69804, 0.69804, 0.69804, 1.00, 0.68171, 0.35914, 0.68171, 0.35914
41, 1150736, 0.72029, 2.83504, -1.31706, 0.69804, 0.69804, 0.69804, 1.00, 0.60152, 0.41023, 0.60152, 0.41023
42, 1150737, 0.7461, 2.58684, -0.67144, 0.69804, 0.69804, 0.69804, 1.00, 0.60303, 0.4308, 0.60303, 0.4308
43, 1150738, -2.59518, 1.52228, -0.82614, 0.69804, 0.69804, 0.69804, 1.00, 0.40729, 0.51903, 0.40729, 0.51903
44, 1150739, -2.52714, 1.40842, -0.19038, 0.69804, 0.69804, 0.69804, 1.00, 0.41128, 0.52847, 0.41128, 0.52847
45, 1150740, -4.06015, 1.43303, -0.1903, 0.69804, 0.69804, 0.69804, 1.00, 0.32147, 0.52643, 0.32147, 0.52643
46, 1150741, -4.0704, 1.32831, 0.48736, 0.69804, 0.69804, 0.69804, 1.00, 0.32087, 0.53511, 0.32087, 0.53511
47, 1150742, -4.58682, 1.84026, 0.07173, 0.69804, 0.69804, 0.69804, 1.00, 0.29061, 0.49268, 0.29061, 0.49268
48, 1150743, -4.566, 1.6254, 0.74203, 0.69804, 0.69804, 0.69804, 1.00, 0.29183, 0.51049, 0.29183, 0.51049
49, 1150744, -5.23642, 1.83006, 0.43137, 0.69804, 0.69804, 0.69804, 1.00, 0.25256, 0.49352, 0.25256, 0.49352
50, 1150745, -5.53708, 1.11418, 1.30809, 0.69804, 0.69804, 0.69804, 1.00, 0.23494, 0.55286, 0.23494, 0.55286
51, 1150746, -6.1652, 3.70396, 1.10305, 0.69804, 0.69804, 0.69804, 1.00, 0.19815, 0.33822, 0.19815, 0.33822
52, 1150747, -5.93472, 2.7966, 1.58097, 0.69804, 0.69804, 0.69804, 1.00, 0.21165, 0.41342, 0.21165, 0.41342
53, 1150748, -7.50745, -0.65338, 1.92936, 0.69804, 0.69804, 0.69804, 1.00, 0.11951, 0.69935, 0.11951, 0.69935
54, 1150749, -6.79979, -0.5446, 2.21963, 0.69804, 0.69804, 0.69804, 1.00, 0.16097, 0.69033, 0.16097, 0.69033
55, 1150750, -7.36151, -1.76965, 2.04613, 0.69804, 0.69804, 0.69804, 1.00, 0.12806, 0.79186, 0.12806, 0.79186
56, 1150751, -6.66878, -1.54663, 2.33828, 0.69804, 0.69804, 0.69804, 1.00, 0.16865, 0.77338, 0.16865, 0.77338
57, 1150752, -6.94562, -3.23649, 2.15261, 0.69804, 0.69804, 0.69804, 1.00, 0.15243, 0.91343, 0.15243, 0.91343
58, 1150753, -6.33176, -2.64552, 2.44663, 0.69804, 0.69804, 0.69804, 1.00, 0.18839, 0.86445, 0.18839, 0.86445
59, 1150754, -5.52241, -2.27978, 1.14348, 0.69804, 0.69804, 0.69804, 1.00, 0.2358, 0.83414, 0.2358, 0.83414
60, 1150755, -5.51995, -1.67779, 1.76662, 0.69804, 0.69804, 0.69804, 1.00, 0.23595, 0.78425, 0.23595, 0.78425
61, 1150756, -4.57536, -1.62527, 0.46293, 0.69804, 0.69804, 0.69804, 1.00, 0.29128, 0.7799, 0.29128, 0.7799
62, 1150757, -4.37556, -1.27179, 1.07538, 0.69804, 0.69804, 0.69804, 1.00, 0.30299, 0.7506, 0.30299, 0.7506
63, 1150758, -4.14835, -1.89788, 0.35093, 0.69804, 0.69804, 0.69804, 1.00, 0.3163, 0.80249, 0.3163, 0.80249
64, 1150759, -3.76403, -1.51651, 0.86534, 0.69804, 0.69804, 0.69804, 1.00, 0.33881, 0.77088, 0.33881, 0.77088
65, 1150760, -3.63245, -2.28132, 0.39664, 0.69804, 0.69804, 0.69804, 1.00, 0.34652, 0.83427, 0.34652, 0.83427
66, 1150761, -3.45826, -2.00594, 0.90371, 0.69804, 0.69804, 0.69804, 1.00, 0.35673, 0.81145, 0.35673, 0.81145
67, 1150762, -3.0534, -1.97463, 0.06186, 0.69804, 0.69804, 0.69804, 1.00, 0.38045, 0.80885, 0.38045, 0.80885
68, 1150763, -2.93846, -1.73064, 0.60395, 0.69804, 0.69804, 0.69804, 1.00, 0.38718, 0.78863, 0.38718, 0.78863
69, 1150764, -2.74684, -2.28132, 0.07213, 0.69804, 0.69804, 0.69804, 1.00, 0.3984, 0.83427, 0.3984, 0.83427
70, 1150765, -2.66328, -2.00594, 0.60933, 0.69804, 0.69804, 0.69804, 1.00, 0.4033, 0.81145, 0.4033, 0.81145
71, 1150766, -2.74684, -2.28132, 0.07213, 0.69804, 0.69804, 0.69804, 1.00, 0.3984, 0.83427, 0.3984, 0.83427
72, 1150767, -0.60489, -2.51986, -0.31653, 0.69804, 0.69804, 0.69804, 1.00, 0.52389, 0.85404, 0.52389, 0.85404
73, 1150768, -0.60863, -3.3841, -1.30086, 0.69804, 0.69804, 0.69804, 0.00, 0.52367, 0.92567, 0.52367, 0.92567
74, 1150769, -0.60489, -2.51986, -0.31653, 0.69804, 0.69804, 0.69804, 1.00, 0.52389, 0.85404, 0.52389, 0.85404
75, 1150770, 1.28813, -3.73714, -1.15539, 0.69804, 0.69804, 0.69804, 0.00, 0.63479, 0.95493, 0.63479, 0.95493
76, 1150771, 0.85978, -2.79247, -0.24697, 0.69804, 0.69804, 0.69804, 1.00, 0.60969, 0.87663, 0.60969, 0.87663
77, 1150772, 2.14759, -3.91519, -0.82718, 0.69804, 0.69804, 0.69804, 0.00, 0.68514, 0.96968, 0.68514, 0.96968
78, 1150773, 1.61751, -3.01948, -0.0284, 0.69804, 0.69804, 0.69804, 1.00, 0.65408, 0.89545, 0.65408, 0.89545
79, 1150774, 2.85384, -3.57498, -1.07468, 0.69804, 0.69804, 0.69804, 0.00, 0.72651, 0.94149, 0.72651, 0.94149
80, 1150775, 2.09389, -2.70068, -0.24015, 0.69804, 0.69804, 0.69804, 1.00, 0.68199, 0.86903, 0.68199, 0.86903
81, 1150776, 3.71422, -3.24162, -0.94645, 0.69804, 0.69804, 0.69804, 0.00, 0.77691, 0.91386, 0.77691, 0.91386
82, 1150777, 2.73319, -2.43769, -0.18837, 0.69804, 0.69804, 0.69804, 1.00, 0.71944, 0.84723, 0.71944, 0.84723
83, 1150778, 4.84972, -3.33293, -0.3738, 0.69804, 0.69804, 0.69804, 0.00, 0.84343, 0.92143, 0.84343, 0.92143
84, 1150779, 3.68693, -2.58801, 0.20922, 0.69804, 0.69804, 0.69804, 1.00, 0.77531, 0.85969, 0.77531, 0.85969
85, 1150780, 5.00523, -2.6658, -0.74058, 0.69804, 0.69804, 0.69804, 0.00, 0.85254, 0.86613, 0.85254, 0.86613
86, 1150781, 3.78303, -1.9624, -0.08641, 0.69804, 0.69804, 0.69804, 1.00, 0.78094, 0.80784, 0.78094, 0.80784
87, 1150782, 5.85484, -1.68039, -0.60648, 0.69804, 0.69804, 0.69804, 0.00, 0.90232, 0.78447, 0.90232, 0.78447
88, 1150783, 4.38616, -1.20426, -0.03913, 0.69804, 0.69804, 0.69804, 1.00, 0.81628, 0.745, 0.81628, 0.745
89, 1150784, 5.39032, -1.01708, -1.01637, 0.69804, 0.69804, 0.69804, 0.00, 0.8751, 0.72949, 0.8751, 0.72949
90, 1150785, 4.02747, -0.69205, -0.33296, 0.69804, 0.69804, 0.69804, 1.00, 0.79526, 0.70255, 0.79526, 0.70255
91, 1150786, 5.96642, -0.42002, -0.87786, 0.69804, 0.69804, 0.69804, 0.00, 0.90885, 0.68001, 0.90885, 0.68001
92, 1150787, 4.47233, -0.23101, -0.25782, 0.69804, 0.69804, 0.69804, 1.00, 0.82133, 0.66434, 0.82133, 0.66434
93, 1150788, 6.86421, -0.11637, -0.46643, 0.69804, 0.69804, 0.69804, 0.00, 0.96145, 0.65484, 0.96145, 0.65484
94, 1150789, 5.1656, 0.00347, 0.02021, 0.69804, 0.69804, 0.69804, 1.00, 0.86194, 0.64491, 0.86194, 0.64491
95, 1150790, 7.38284, 0.41611, -0.27904, 0.69804, 0.69804, 0.69804, 0.00, 0.99183, 0.61071, 0.99183, 0.61071
96, 1150791, 5.56608, 0.34743, 0.14579, 0.69804, 0.69804, 0.69804, 1.00, 0.8854, 0.6164, 0.8854, 0.6164
97, 1150792, 7.22215, 0.82274, -0.47974, 0.69804, 0.69804, 0.69804, 0.00, 0.98242, 0.57701, 0.98242, 0.57701
98, 1150793, 5.27422, 0.67076, 0.00067, 0.69804, 0.69804, 0.69804, 1.00, 0.8683, 0.58961, 0.8683, 0.58961
99, 1150794, 7.47331, 1.92587, -0.32678, 0.69804, 0.69804, 0.69804, 0.00, 0.99713, 0.48558, 0.99713, 0.48558
100, 1150795, 5.63594, 1.58047, 0.09253, 0.69804, 0.69804, 0.69804, 1.00, 0.88949, 0.51421, 0.88949, 0.51421
101, 1150796, 7.52226, 3.64253, -0.32501, 0.69804, 0.69804, 0.69804, 0.00, 1.00, 0.34331, 1.00, 0.34331
102, 1150797, 5.67373, 2.90607, 0.14428, 0.69804, 0.69804, 0.69804, 1.00, 0.89171, 0.40435, 0.89171, 0.40435
103, 1150798, 5.51545, 6.1197, -1.00434, 0.69804, 0.69804, 0.69804, 0.00, 0.88244, 0.13801, 0.88244, 0.13801
104, 1150799, 4.1241, 4.81893, -0.25017, 0.69804, 0.69804, 0.69804, 1.00, 0.80093, 0.24581, 0.80093, 0.24581
105, 1150800, 3.08141, 8.60646, -1.15886, 0.69804, 0.69804, 0.69804, 0.00, 0.76755, 0.00, 0.76755, 0.00
106, 1150801, 2.60981, 6.10477, -0.38133, 0.69804, 0.69804, 0.69804, 1.00, 0.71221, 0.13924, 0.71221, 0.13924
107, 1150802, 1.40428, 6.59015, -2.35274, 0.69804, 0.69804, 0.69804, 0.00, 0.64159, 0.18155, 0.64159, 0.18155
108, 1150803, 2.3781, 4.32856, -0.87364, 0.69804, 0.69804, 0.69804, 1.00, 0.69864, 0.28645, 0.69864, 0.28645
109, 1150804, 1.14199, 5.2729, -2.59028, 0.69804, 0.69804, 0.69804, 0.00, 0.64373, 0.27834, 0.64373, 0.27834
110, 1150805, 1.9786, 3.66456, -1.08508, 0.69804, 0.69804, 0.69804, 1.00, 0.67524, 0.34148, 0.67524, 0.34148
111, 1150806, 0.71419, 4.78664, -2.71164, 0.69804, 0.69804, 0.69804, 0.00, 0.60116, 0.33102, 0.60116, 0.33102
112, 1150807, 0.72029, 2.83504, -1.31706, 0.69804, 0.69804, 0.69804, 1.00, 0.60152, 0.41023, 0.60152, 0.41023
113, 1150808, -2.72263, 2.99511, -2.18194, 0.69804, 0.69804, 0.69804, 0.00, 0.39982, 0.47125, 0.39982, 0.47125
114, 1150809, -2.59518, 1.52228, -0.82614, 0.69804, 0.69804, 0.69804, 1.00, 0.40729, 0.51903, 0.40729, 0.51903
115, 1150810, -4.03378, 2.98122, -1.63293, 0.69804, 0.69804, 0.69804, 0.00, 0.32301, 0.4724, 0.32301, 0.4724
116, 1150811, -4.06015, 1.43303, -0.1903, 0.69804, 0.69804, 0.69804, 1.00, 0.32147, 0.52643, 0.32147, 0.52643
117, 1150812, -4.69984, 3.54515, -1.43647, 0.69804, 0.69804, 0.69804, 0.00, 0.29712, 0.42566, 0.29712, 0.42566
118, 1150813, -4.58682, 1.84026, 0.07173, 0.69804, 0.69804, 0.69804, 1.00, 0.29061, 0.49268, 0.29061, 0.49268
119, 1150814, -5.31382, 4.04972, -1.19393, 0.69804, 0.69804, 0.69804, 0.00, 0.2699, 0.40241, 0.2699, 0.40241
120, 1150815, -5.23642, 1.83006, 0.43137, 0.69804, 0.69804, 0.69804, 1.00, 0.25256, 0.49352, 0.25256, 0.49352
121, 1150816, -7.54241, 6.27326, 0.47294, 0.69804, 0.69804, 0.69804, 0.00, 0.11747, 0.1975, 0.11747, 0.1975
122, 1150817, -6.1652, 3.70396, 1.10305, 0.69804, 0.69804, 0.69804, 1.00, 0.19815, 0.33822, 0.19815, 0.33822
123, 1150818, -9.54752, -0.967, 1.4432, 0.69804, 0.69804, 0.69804, 0.00, 0.00, 0.72534, 0.00, 0.72534
124, 1150819, -7.50745, -0.65338, 1.92936, 0.69804, 0.69804, 0.69804, 1.00, 0.11951, 0.69935, 0.11951, 0.69935
125, 1150820, -9.35853, -2.41257, 1.55769, 0.69804, 0.69804, 0.69804, 0.00, 0.01107, 0.84515, 0.01107, 0.84515
126, 1150821, -7.36151, -1.76965, 2.04613, 0.69804, 0.69804, 0.69804, 1.00, 0.12806, 0.79186, 0.12806, 0.79186
127, 1150822, -8.38696, -4.73151, 1.65931, 0.69804, 0.69804, 0.69804, 0.00, 0.06799, 1.00, 0.06799, 1.00
128, 1150823, -6.94562, -3.23649, 2.15261, 0.69804, 0.69804, 0.69804, 1.00, 0.15243, 0.91343, 0.15243, 0.91343
129, 1150824, -6.45546, -4.05189, 0.49393, 0.69804, 0.69804, 0.69804, 0.00, 0.18114, 0.94367, 0.18114, 0.94367
130, 1150825, -5.52241, -2.27978, 1.14348, 0.69804, 0.69804, 0.69804, 1.00, 0.2358, 0.83414, 0.2358, 0.83414
131, 1150826, -5.10114, -3.05377, -0.5728, 0.69804, 0.69804, 0.69804, 0.00, 0.27576, 0.84916, 0.27576, 0.84916
132, 1150827, -4.57536, -1.62527, 0.46293, 0.69804, 0.69804, 0.69804, 1.00, 0.29128, 0.7799, 0.29128, 0.7799
133, 1150828, -4.48818, -3.04279, -0.74162, 0.69804, 0.69804, 0.69804, 0.00, 0.31167, 0.84825, 0.31167, 0.84825
134, 1150829, -4.14835, -1.89788, 0.35093, 0.69804, 0.69804, 0.69804, 1.00, 0.3163, 0.80249, 0.3163, 0.80249
135, 1150830, -4.10889, -3.46977, -0.57946, 0.69804, 0.69804, 0.69804, 0.00, 0.33389, 0.88364, 0.33389, 0.88364
136, 1150831, -3.63245, -2.28132, 0.39664, 0.69804, 0.69804, 0.69804, 1.00, 0.34652, 0.83427, 0.34652, 0.83427
137, 1150832, -3.50057, -3.2708, -0.99942, 0.69804, 0.69804, 0.69804, 0.00, 0.36953, 0.86715, 0.36953, 0.86715
138, 1150833, -3.0534, -1.97463, 0.06186, 0.69804, 0.69804, 0.69804, 1.00, 0.38045, 0.80885, 0.38045, 0.80885
139, 1150834, -3.10358, -3.66796, -0.97216, 0.69804, 0.69804, 0.69804, 0.00, 0.39279, 0.90006, 0.39279, 0.90006
140, 1150835, -2.74684, -2.28132, 0.07213, 0.69804, 0.69804, 0.69804, 1.00, 0.3984, 0.83427, 0.3984, 0.83427
141, 1150836, -0.60863, -3.3841, -1.30086, 0.69804, 0.69804, 0.69804, 0.00, 0.52367, 0.92567, 0.52367, 0.92567
142, --, Restart, Restart, Restart, Restart, Restart, Restart, Restart, Restart, Restart, Restart, Restart
