VTX, IDX, rawpos.x, rawpos.y, rawpos.z, rawcolor0.x, rawcolor0.y, rawcolor0.z, rawcolor0.w, rawtex0.x, rawtex0.y
18, 1534858, -3.59839, -1.80944, -0.88686, 0.69804, 0.69804, 0.69804, 1.00, 0.2363, 0.75385
19, 1534859, -3.29324, 0.79066, -0.29883, 0.69804, 0.69804, 0.69804, 1.00, 0.26086, 0.53229
20, 1534860, -2.98686, -2.05416, -0.67682, 0.69804, 0.69804, 0.69804, 1.00, 0.28553, 0.7747
21, 1534861, -1.74997, 0.87077, 0.37891, 0.69804, 0.69804, 0.69804, 1.00, 0.3851, 0.52547
22, 1534862, -2.98686, -2.05416, -0.67682, 0.69804, 0.69804, 0.69804, 1.00, 0.28553, 0.7747
23, 1534863, -2.1613, -2.26828, -0.41542, 0.69804, 0.69804, 0.69804, 1.00, 0.35199, 0.79294
24, 1534864, -2.6811, -2.54359, -0.71519, 0.69804, 0.69804, 0.69804, 1.00, 0.31014, 0.8164
25, --, Restart, Restart, Restart, Restart, Restart, Restart, Restart, Restart, Restart
26, 1534865, -1.74997, 0.87077, 0.37891, 0.69804, 0.69804, 0.69804, 1.00, 0.3851, 0.52547
27, 1534866, -2.1613, -2.26828, -0.41542, 0.69804, 0.69804, 0.69804, 1.00, 0.35199, 0.79294
28, 1534867, 1.52326, 2.0492, 0.85996, 0.69804, 0.69804, 0.69804, 1.00, 0.64859, 0.42506
29, 1534868, 0.17357, -2.75771, -0.03257, 0.69804, 0.69804, 0.69804, 1.00, 0.53994, 0.83465
30, 1534869, 1.52326, 2.0492, 0.85996, 0.69804, 0.69804, 0.69804, 1.00, 0.64859, 0.42506
31, 1534870, 1.48836, -3.00243, -0.07826, 0.69804, 0.69804, 0.69804, 1.00, 0.64578, 0.8555
32, 1534871, 2.86629, 2.91392, 0.60396, 0.69804, 0.69804, 0.69804, 1.00, 0.75671, 0.35137
33, 1534872, 1.48836, -3.00243, -0.07826, 0.69804, 0.69804, 0.69804, 1.00, 0.64578, 0.8555
34, 1534873, 2.49738, -2.7883, -0.06575, 0.69804, 0.69804, 0.69804, 1.00, 0.72701, 0.83726
35, 1534874, 2.22219, -3.27773, -0.25673, 0.69804, 0.69804, 0.69804, 1.00, 0.70486, 0.87896
36, --, Restart, Restart, Restart, Restart, Restart, Restart, Restart, Restart, Restart
37, 1534875, 3.0593, 4.98432, 0.01804, 0.69804, 0.69804, 0.69804, 1.00, 0.77224, 0.17496
38, 1534876, 3.29163, 3.72346, 0.34918, 0.69804, 0.69804, 0.69804, 1.00, 0.79095, 0.28239
39, 1534877, 4.41863, 3.83006, 0.00591, 0.69804, 0.69804, 0.69804, 1.00, 0.88167, 0.27331
40, 1534878, 2.86629, 2.91392, 0.60396, 0.69804, 0.69804, 0.69804, 1.00, 0.75671, 0.35137
41, 1534879, 5.80968, 2.11296, -0.28486, 0.69804, 0.69804, 0.69804, 1.00, 0.99365, 0.41962
42, 1534880, 2.86629, 2.91392, 0.60396, 0.69804, 0.69804, 0.69804, 1.00, 0.75671, 0.35137
43, 1534881, 5.77576, 0.92302, -0.24446, 0.69804, 0.69804, 0.69804, 1.00, 0.99092, 0.52102
44, 1534882, 2.86629, 2.91392, 0.60396, 0.69804, 0.69804, 0.69804, 1.00, 0.75671, 0.35137
45, 1534883, 5.45105, -0.08864, -0.18384, 0.69804, 0.69804, 0.69804, 1.00, 0.96478, 0.60722
46, 1534884, 4.73122, -0.70309, 0.01666, 0.69804, 0.69804, 0.69804, 1.00, 0.90683, 0.65958
47, 1534885, 5.45105, -0.08864, -0.18384, 0.69804, 0.69804, 0.69804, 1.00, 0.96478, 0.60722
48, 1534886, 5.35354, -0.49261, -0.20687, 0.69804, 0.69804, 0.69804, 1.00, 0.95693, 0.64164
49, 1534887, 5.71305, -0.05122, -0.30379, 0.69804, 0.69804, 0.69804, 1.00, 0.98587, 0.60403
50, --, Restart, Restart, Restart, Restart, Restart, Restart, Restart, Restart, Restart
51, 1534888, 4.73122, -0.70309, 0.01666, 0.69804, 0.69804, 0.69804, 1.00, 0.90683, 0.65958
52, 1534889, 2.86629, 2.91392, 0.60396, 0.69804, 0.69804, 0.69804, 1.00, 0.75671, 0.35137
53, 1534890, 4.33188, -1.11695, 0.06815, 0.69804, 0.69804, 0.69804, 1.00, 0.87469, 0.69484
54, 1534891, 2.49738, -2.7883, -0.06575, 0.69804, 0.69804, 0.69804, 1.00, 0.72701, 0.83726
55, 1534892, 3.17006, -2.57418, -0.0947, 0.69804, 0.69804, 0.69804, 1.00, 0.78116, 0.81901
56, --, Restart, Restart, Restart, Restart, Restart, Restart, Restart, Restart, Restart
